cotovelo_direito,cotovelo_esquerdo,ombro_direito,ombro_esquerdo,cintura_direita,cintura_esquerda,joelho_direito,joelho_esquerdo,braco_direito,braco_esquerdo,figure,image_name
131,171,167,55,174,172,170,167,0.5414364640883977,0.5426997245179064,bow,perspective_4_bow_6.jpeg
106,146,78,153,169,174,175,175,0.460762331838565,0.46614872364039955,bow,perspective_4_flipped_bow_20.jpeg
154,172,151,68,156,91,167,103,0.6240942028985508,0.603629417382999,bow,bow_11.jpeg
178,176,120,48,164,151,176,174,0.5557206537890045,0.6050198150594451,bow,perspective_2_bow_24.jpeg
131,149,149,39,173,164,175,156,0.5978552278820375,0.6088657105606258,bow,perspective_3_bow_19.jpeg
141,111,142,63,168,51,170,160,0.666243654822335,0.5609348914858097,bow,perspective_2_bow_8.jpeg
156,133,54,168,23,112,117,122,0.5407331975560081,0.578110383536015,bow,perspective_4_flipped_bow_14.jpeg
153,161,69,144,166,174,168,175,0.49890829694323147,0.5208768267223383,bow,perspective_4_flipped_bow_8.jpeg
176,132,61,161,177,178,170,170,0.5485232067510548,0.447741935483871,bow,perspective_4_flipped_bow_6.jpeg
135,154,161,48,172,44,154,166,0.6479902557856273,0.6318471337579618,bow,perspective_4_bow_4.jpeg
138,163,160,30,168,39,143,175,0.6307519640852974,0.613849765258216,bow,perspective_2_bow_9.jpeg
177,122,56,153,173,178,158,141,0.5330296127562643,0.5016207455429498,bow,flipped_bow_21.jpeg
134,124,148,56,178,177,177,172,0.55,0.5105740181268882,bow,perspective_1_bow_19.jpeg
114,176,165,58,177,174,169,175,0.5195618153364632,0.6251526251526252,bow,perspective_1_bow_6.jpeg
151,140,59,159,29,134,79,143,0.5525059665871122,0.5932754880694143,bow,perspective_1_flipped_bow_14.jpeg
164,177,115,53,149,159,179,174,0.5619195046439629,0.5529225908372828,bow,perspective_1_bow_24.jpeg
149,123,153,67,161,46,168,174,0.6460674157303371,0.5333333333333333,bow,perspective_3_bow_8.jpeg
138,87,169,83,175,168,156,161,0.593654042988741,0.5285035629453682,bow,perspective_3_bow_20.jpeg
107,142,73,157,127,167,133,171,0.4191343963553531,0.5242537313432836,bow,perspective_4_flipped_bow_12.jpeg
151,170,153,72,161,115,174,137,0.6345177664974619,0.6043956043956044,bow,bow_12.jpeg
131,97,153,63,172,163,178,171,0.5373626373626373,0.4518229166666667,bow,bow_17.jpeg
175,140,51,160,176,179,179,175,0.5301681503461919,0.45899772209567197,bow,perspective_2_flipped_bow_5.jpeg
122,142,98,162,94,162,107,165,0.47070506454816285,0.550210970464135,bow,flipped_bow_10.jpeg
157,130,46,164,78,150,106,162,0.5648854961832062,0.5181159420289855,bow,perspective_1_flipped_bow_24.jpeg
136,174,147,34,174,63,171,170,0.6309859154929578,0.6850961538461539,bow,perspective_4_bow_9.jpeg
140,166,149,39,171,50,175,152,0.6552598225602028,0.6574307304785895,bow,perspective_2_bow_23.jpeg
122,97,159,53,177,57,147,175,0.622093023255814,0.5296671490593343,bow,perspective_1_bow_2.jpeg
120,152,86,149,135,163,105,144,0.4778660612939841,0.5422885572139303,bow,perspective_4_flipped_bow_11.jpeg
126,68,161,53,171,175,169,169,0.5593471810089021,0.45504587155963305,bow,perspective_2_bow_18.jpeg
152,169,145,57,177,58,178,85,0.6474464579901154,0.5977443609022557,bow,bow_14.jpeg
119,136,64,154,156,167,163,168,0.4127604166666667,0.4341279799247177,bow,perspective_1_flipped_bow_17.jpeg
156,165,158,63,164,123,171,144,0.6161137440758294,0.5568927789934355,bow,perspective_4_bow_12.jpeg
151,151,144,65,179,49,174,69,0.6580310880829016,0.6004842615012107,bow,perspective_3_bow_3.jpeg
117,139,89,173,36,135,122,150,0.4743935309973046,0.59375,bow,perspective_2_flipped_bow_13.jpeg
104,136,53,150,163,171,172,175,0.3907894736842105,0.42698019801980197,bow,perspective_4_flipped_bow_18.jpeg
169,143,52,147,168,174,175,171,0.5563106796116505,0.5032608695652174,bow,perspective_2_flipped_bow_19.jpeg
142,110,140,85,173,92,171,119,0.6380236305048335,0.5293296089385475,bow,perspective_4_bow_1.jpeg
146,155,161,70,156,64,169,165,0.6266816143497758,0.5774111675126904,bow,perspective_3_bow_12.jpeg
164,164,149,77,161,126,164,145,0.6214788732394366,0.5502092050209205,bow,bow_10.jpeg
143,139,159,63,173,97,173,142,0.6340933767643865,0.5685019206145967,bow,perspective_1_bow_22.jpeg
120,93,154,74,173,178,174,179,0.5160142348754448,0.423728813559322,bow,perspective_4_bow_0.jpeg
127,101,160,59,174,174,176,168,0.5260361317747078,0.43256997455470736,bow,perspective_1_bow_0.jpeg
168,167,146,56,169,115,170,132,0.6,0.5449101796407185,bow,perspective_1_bow_10.jpeg
162,132,44,157,107,164,139,168,0.5366403607666291,0.542825361512792,bow,perspective_2_flipped_bow_9.jpeg
147,136,90,162,177,179,174,174,0.538543897216274,0.48444976076555024,bow,perspective_3_flipped_bow_6.jpeg
107,129,53,171,30,164,82,172,0.38266068759342303,0.5441501103752759,bow,perspective_2_flipped_bow_3.jpeg
149,157,58,143,158,175,178,171,0.5131578947368421,0.5415117719950434,bow,perspective_3_flipped_bow_23.jpeg
165,134,60,156,167,175,172,177,0.5233570863024545,0.5061525840853158,bow,flipped_bow_22.jpeg
129,139,53,172,36,124,90,137,0.5463576158940397,0.576725025746653,bow,perspective_1_flipped_bow_13.jpeg
142,150,52,142,151,172,141,176,0.4533947065592635,0.5297029702970297,bow,perspective_1_flipped_bow_9.jpeg
154,164,46,135,161,166,169,164,0.43478260869565216,0.44191919191919193,bow,perspective_2_flipped_bow_17.jpeg
90,138,74,152,171,177,170,169,0.35382685069008785,0.45732349841938885,bow,perspective_4_flipped_bow_0.jpeg
141,140,156,65,178,178,169,179,0.599250936329588,0.5407725321888412,bow,bow_5.jpeg
120,125,62,145,156,166,157,166,0.43211334120425027,0.47546346782988,bow,perspective_2_flipped_bow_20.jpeg
174,137,57,154,171,174,179,170,0.5251677852348994,0.477859778597786,bow,flipped_bow_6.jpeg
154,137,64,161,64,151,126,156,0.5084554678692221,0.556910569105691,bow,perspective_4_flipped_bow_13.jpeg
131,123,153,46,179,150,175,170,0.5628476084538376,0.5213154689403167,bow,perspective_2_bow_2.jpeg
169,136,68,154,176,179,177,174,0.48484848484848486,0.4738095238095238,bow,perspective_4_flipped_bow_5.jpeg
167,133,63,157,175,179,162,167,0.4352126607319486,0.4888093106535363,bow,perspective_3_flipped_bow_21.jpeg
174,144,68,152,176,178,173,177,0.5376884422110553,0.49171270718232046,bow,perspective_1_flipped_bow_2.jpeg
139,94,157,60,177,43,178,120,0.5783783783783784,0.48344370860927155,bow,perspective_3_bow_15.jpeg
166,132,53,158,142,176,154,172,0.5431309904153354,0.5168918918918919,bow,flipped_bow_4.jpeg
124,139,155,48,168,52,174,168,0.6509186351706037,0.6,bow,perspective_3_bow_1.jpeg
123,136,73,152,89,163,124,171,0.4630404463040446,0.5759911894273128,bow,perspective_3_flipped_bow_12.jpeg
120,130,81,145,164,170,164,169,0.4624724061810154,0.4740820734341253,bow,perspective_1_flipped_bow_20.jpeg
137,153,147,40,174,55,162,174,0.5930087390761548,0.5534246575342465,bow,perspective_1_bow_9.jpeg
148,168,155,51,160,37,179,159,0.664785553047404,0.6578341013824884,bow,perspective_3_bow_14.jpeg
135,67,168,51,174,32,95,178,0.6023121387283237,0.5141242937853108,bow,perspective_4_bow_20.jpeg
170,125,49,152,134,176,158,175,0.570840197693575,0.5335720680393913,bow,flipped_bow_1.jpeg
141,156,73,151,176,179,179,177,0.4701492537313433,0.5052264808362369,bow,perspective_1_flipped_bow_4.jpeg
159,140,62,158,104,154,90,145,0.5029797377830751,0.5544871794871795,bow,perspective_2_flipped_bow_11.jpeg
154,136,61,151,156,175,145,177,0.48402948402948404,0.5369349503858876,bow,perspective_2_flipped_bow_8.jpeg
162,156,85,143,138,160,114,140,0.5569917743830788,0.5646651270207852,bow,perspective_1_flipped_bow_11.jpeg
172,120,48,156,78,175,110,178,0.5816618911174785,0.5394321766561514,bow,perspective_2_flipped_bow_1.jpeg
122,166,168,55,178,179,172,175,0.533715925394548,0.5740498034076016,bow,perspective_2_bow_6.jpeg
109,160,99,151,177,178,176,171,0.45870535714285715,0.5420207743153919,bow,perspective_3_flipped_bow_3.jpeg
162,128,53,160,70,168,115,178,0.5629084967320261,0.5399828030954428,bow,flipped_bow_8.jpeg
143,134,59,164,27,121,74,141,0.4830917874396135,0.562551103843009,bow,flipped_bow_14.jpeg
143,144,91,154,177,177,179,179,0.4936998854524628,0.5262593783494105,bow,perspective_3_flipped_bow_0.jpeg
141,131,158,63,174,94,175,126,0.631917631917632,0.5712143928035982,bow,perspective_2_bow_4.jpeg
149,131,43,161,53,147,160,161,0.5866807610993657,0.5541619156214367,bow,perspective_3_flipped_bow_9.jpeg
135,172,152,55,179,165,165,169,0.5833333333333334,0.5931372549019608,bow,perspective_4_bow_21.jpeg
164,131,146,113,161,131,165,142,0.6067297581493165,0.5759637188208617,bow,perspective_2_bow_10.jpeg
152,130,48,169,62,148,82,162,0.5114213197969543,0.5394736842105263,bow,perspective_3_flipped_bow_24.jpeg
129,145,88,149,131,161,98,138,0.4859392575928009,0.5501968503937008,bow,perspective_3_flipped_bow_11.jpeg
155,179,133,66,176,174,179,175,0.6424050632911392,0.6395534290271132,bow,perspective_2_bow_19.jpeg
177,131,62,151,176,178,174,178,0.5392428439519852,0.48556701030927835,bow,perspective_4_flipped_bow_2.jpeg
171,175,35,135,166,169,172,164,0.4970622796709753,0.45685279187817257,bow,perspective_3_flipped_bow_18.jpeg
175,161,70,144,168,166,179,175,0.508274231678487,0.4945321992709599,bow,perspective_4_flipped_bow_23.jpeg
140,119,165,77,171,148,155,131,0.5813664596273292,0.4734375,bow,perspective_2_bow_20.jpeg
140,116,46,167,149,171,174,175,0.5452127659574468,0.5176304654442877,bow,perspective_1_flipped_bow_18.jpeg
129,117,161,46,173,40,178,104,0.6198568872987478,0.523542600896861,bow,bow_15.jpeg
139,80,160,69,175,110,173,119,0.5854214123006833,0.4591381872213967,bow,perspective_1_bow_3.jpeg
170,125,42,151,162,177,96,128,0.543661971830986,0.5183349851337958,bow,perspective_2_flipped_bow_21.jpeg
162,123,152,73,165,117,169,135,0.5927947598253275,0.48551724137931035,bow,perspective_4_bow_10.jpeg
172,148,54,153,178,177,175,176,0.5182755388940956,0.49902534113060426,bow,perspective_1_flipped_bow_0.jpeg
168,112,139,87,178,179,173,178,0.536813922356091,0.5050071530758226,bow,perspective_3_bow_2.jpeg
148,131,153,60,168,77,173,101,0.6199095022624435,0.5434782608695652,bow,perspective_2_bow_14.jpeg
175,131,58,154,176,176,179,169,0.5471417965850037,0.5056726094003241,bow,flipped_bow_0.jpeg
132,88,160,66,175,62,131,179,0.6047957371225577,0.5050055617352615,bow,bow_2.jpeg
147,171,152,43,165,40,178,167,0.6875739644970414,0.6632653061224489,bow,perspective_1_bow_14.jpeg
165,131,52,156,98,178,102,171,0.5626283367556468,0.5282392026578073,bow,perspective_2_flipped_bow_4.jpeg
132,111,152,57,174,136,179,152,0.5897903372835005,0.49324324324324326,bow,bow_0.jpeg
148,171,155,49,164,51,160,170,0.6412556053811659,0.5342066957787481,bow,perspective_1_bow_12.jpeg
170,140,50,149,179,175,170,176,0.532608695652174,0.5222222222222223,bow,perspective_3_flipped_bow_4.jpeg
134,168,153,53,176,34,174,95,0.6669784845650141,0.641851106639839,bow,bow_4.jpeg
171,123,55,152,177,174,169,170,0.5475024485798237,0.4961832061068702,bow,perspective_4_flipped_bow_21.jpeg
145,93,155,68,162,34,176,106,0.6310223266745005,0.5070643642072213,bow,perspective_2_bow_13.jpeg
144,107,156,73,174,159,171,177,0.5827067669172933,0.538781163434903,bow,perspective_3_bow_21.jpeg
129,101,157,39,167,42,151,164,0.6215316315205327,0.530949105914718,bow,bow_24.jpeg
138,146,68,152,170,177,178,176,0.4773662551440329,0.4708333333333333,bow,perspective_1_flipped_bow_5.jpeg
135,165,158,71,179,174,179,171,0.591283863368669,0.5974477958236659,bow,perspective_3_bow_5.jpeg
133,152,152,54,179,42,164,69,0.6289549376797698,0.5680803571428571,bow,bow_19.jpeg
129,110,157,41,179,49,179,134,0.6278511404561825,0.5338345864661654,bow,perspective_2_bow_22.jpeg
148,99,152,54,171,52,152,175,0.655011655011655,0.5139573070607554,bow,perspective_3_bow_9.jpeg
134,169,155,59,173,122,169,128,0.6175071360608944,0.6232427366447985,bow,bow_22.jpeg
176,169,126,57,169,154,176,171,0.5533834586466165,0.5769230769230769,bow,perspective_4_bow_23.jpeg
126,98,159,43,171,157,167,164,0.6011111111111112,0.5142083897158322,bow,bow_18.jpeg
122,173,151,50,178,179,174,175,0.5611814345991561,0.6303317535545023,bow,perspective_4_bow_5.jpeg
117,153,97,162,149,168,152,171,0.4827188940092166,0.5719733079122974,bow,perspective_1_flipped_bow_15.jpeg
143,159,156,51,173,26,134,165,0.6463314097279472,0.574826560951437,bow,bow_3.jpeg
95,137,65,152,162,179,175,179,0.38288920056100983,0.45,bow,perspective_4_flipped_bow_22.jpeg
119,146,72,154,161,172,157,155,0.42737094837935174,0.49523809523809526,bow,perspective_3_flipped_bow_19.jpeg
168,155,53,149,170,173,173,178,0.5215782983970407,0.49148099606815204,bow,perspective_1_flipped_bow_23.jpeg
140,145,78,156,175,179,179,177,0.49185946872322195,0.48434782608695653,bow,flipped_bow_5.jpeg
140,159,146,52,163,50,168,73,0.6084583901773534,0.6291989664082688,bow,perspective_1_bow_23.jpeg
150,139,51,160,37,151,125,173,0.5069767441860465,0.5725806451612904,bow,perspective_1_flipped_bow_1.jpeg
132,171,152,51,172,56,158,151,0.6044600938967136,0.625139043381535,bow,perspective_2_bow_1.jpeg
145,125,43,168,67,152,95,169,0.5214659685863874,0.537917087967644,bow,flipped_bow_24.jpeg
159,117,144,79,148,54,146,148,0.6804374240583232,0.5858267716535434,bow,perspective_4_bow_11.jpeg
125,69,165,45,175,135,150,50,0.6165730337078652,0.5260416666666666,bow,perspective_3_bow_18.jpeg
160,128,62,158,75,177,143,158,0.4910122989593188,0.5362068965517242,bow,flipped_bow_2.jpeg
146,158,165,54,162,28,143,163,0.6758241758241759,0.6454326923076923,bow,perspective_1_bow_4.jpeg
152,93,155,77,134,21,128,178,0.6208677685950413,0.5360303413400759,bow,perspective_1_bow_13.jpeg
145,93,151,63,178,54,175,111,0.6181619256017505,0.49493487698986977,bow,perspective_4_bow_8.jpeg
161,139,61,161,27,87,165,109,0.6125760649087221,0.6125760649087221,bow,perspective_2_flipped_bow_14.jpeg
169,144,70,153,91,161,130,178,0.5022665457842248,0.5579710144927537,bow,flipped_bow_12.jpeg
161,135,67,166,45,147,79,164,0.5323159784560144,0.5726004922067268,bow,flipped_bow_13.jpeg
144,142,79,153,171,176,178,171,0.48981670061099797,0.5088235294117647,bow,perspective_1_flipped_bow_22.jpeg
173,137,59,153,161,177,173,159,0.5356371490280778,0.5361380798274002,bow,perspective_3_flipped_bow_1.jpeg
117,147,54,161,100,167,108,173,0.4252577319587629,0.5640273704789834,bow,perspective_3_flipped_bow_14.jpeg
117,165,158,50,164,52,173,160,0.6503957783641161,0.6818727490996399,bow,perspective_4_bow_22.jpeg
129,159,161,50,171,73,139,168,0.6206896551724138,0.6651634723788049,bow,perspective_2_bow_21.jpeg
165,120,55,170,30,173,148,173,0.5094517958412098,0.5766721044045677,bow,flipped_bow_15.jpeg
167,137,135,82,155,129,144,129,0.5793478260869566,0.5113636363636364,bow,perspective_2_bow_11.jpeg
165,134,59,155,104,165,107,178,0.5460526315789473,0.5351299326275265,bow,flipped_bow_23.jpeg
136,165,147,47,177,43,152,92,0.6229508196721312,0.6303571428571428,bow,bow_20.jpeg
139,112,53,164,139,175,157,175,0.4819532908704883,0.49430051813471504,bow,perspective_2_flipped_bow_22.jpeg
142,109,150,65,173,71,165,81,0.6279863481228669,0.5508241758241759,bow,perspective_4_bow_3.jpeg
107,148,85,168,84,157,109,162,0.435,0.5699333967649858,bow,perspective_3_flipped_bow_15.jpeg
145,114,141,63,169,71,168,162,0.6572827417380661,0.5138888888888888,bow,perspective_2_bow_12.jpeg
171,143,56,152,177,176,170,179,0.5438095238095239,0.5317693059628543,bow,perspective_4_flipped_bow_4.jpeg
130,92,159,48,172,54,140,170,0.6436651583710408,0.5480631276901005,bow,perspective_2_bow_15.jpeg
155,179,137,52,167,164,174,179,0.5749185667752443,0.5863708399366085,bow,perspective_1_bow_18.jpeg
104,138,87,156,165,172,170,173,0.4398541919805589,0.47434435575826683,bow,perspective_3_flipped_bow_17.jpeg
141,120,37,168,54,151,68,145,0.4330518697225573,0.5374015748031497,bow,perspective_4_flipped_bow_15.jpeg
177,141,58,152,176,178,173,172,0.49064039408866994,0.48144433299899697,bow,perspective_1_flipped_bow_21.jpeg
153,165,145,39,160,47,127,175,0.6375344986200552,0.5887265135699373,bow,bow_9.jpeg
168,139,69,156,178,177,176,179,0.4946025515210991,0.49608610567514677,bow,perspective_2_flipped_bow_2.jpeg
154,153,136,55,164,160,173,175,0.5930232558139535,0.5601436265709157,bow,perspective_2_bow_17.jpeg
131,164,150,40,172,52,157,168,0.6129441624365483,0.6796218487394958,bow,perspective_1_bow_1.jpeg
170,134,43,151,159,168,169,171,0.5036697247706422,0.4643564356435644,bow,flipped_bow_18.jpeg
129,99,158,80,179,144,156,179,0.6232323232323232,0.5377942998760843,bow,perspective_2_bow_0.jpeg
140,120,18,164,57,171,155,171,0.4994110718492344,0.5800395256916996,bow,perspective_2_flipped_bow_15.jpeg
118,159,81,138,171,179,171,179,0.4410187667560322,0.4774436090225564,bow,perspective_3_flipped_bow_2.jpeg
138,140,167,48,161,22,129,175,0.660092807424594,0.6144736842105263,bow,perspective_3_bow_4.jpeg
176,145,74,145,137,160,114,139,0.5264957264957265,0.5398671096345515,bow,flipped_bow_11.jpeg
167,128,55,161,132,171,140,169,0.5343450479233227,0.5279352226720648,bow,flipped_bow_3.jpeg
174,177,139,71,156,123,132,167,0.6172465960665658,0.6328011611030478,bow,perspective_3_bow_11.jpeg
156,143,84,145,146,165,145,170,0.5077120822622108,0.5711086226203808,bow,perspective_2_flipped_bow_12.jpeg
173,129,59,151,158,170,156,179,0.5491525423728814,0.5006257822277848,bow,perspective_2_flipped_bow_23.jpeg
108,134,66,166,52,165,74,166,0.4178470254957507,0.5532608695652174,bow,perspective_1_flipped_bow_3.jpeg
116,163,158,24,179,44,101,176,0.6178947368421053,0.6472303206997084,bow,perspective_1_bow_21.jpeg
145,168,151,61,175,118,173,125,0.6141176470588235,0.6009732360097324,bow,perspective_2_bow_3.jpeg
157,140,40,155,160,169,173,171,0.4841875681570338,0.4266666666666667,bow,perspective_4_flipped_bow_17.jpeg
142,147,66,158,41,152,174,140,0.46851385390428213,0.5626943005181347,bow,perspective_4_flipped_bow_10.jpeg
83,139,64,151,173,175,151,170,0.41646191646191644,0.4351961950059453,bow,perspective_2_flipped_bow_0.jpeg
136,156,156,69,176,175,174,175,0.5987525987525988,0.5633484162895928,bow,perspective_2_bow_5.jpeg
146,89,161,78,157,32,166,143,0.6649899396378269,0.5487804878048781,bow,perspective_3_bow_13.jpeg
167,111,152,97,164,133,168,144,0.6122448979591837,0.5299479166666666,bow,perspective_3_bow_10.jpeg
156,165,44,133,102,175,150,173,0.5139072847682119,0.5535279805352799,bow,perspective_4_flipped_bow_9.jpeg
133,128,163,64,177,147,174,160,0.5910931174089069,0.5905405405405405,bow,perspective_4_bow_19.jpeg
140,134,155,69,179,126,177,141,0.5472887767969735,0.5238726790450928,bow,perspective_3_bow_22.jpeg
137,169,128,41,165,154,171,168,0.5658119658119658,0.5780730897009967,bow,perspective_3_bow_17.jpeg
166,156,74,148,141,167,142,164,0.5460750853242321,0.5526905829596412,bow,perspective_1_flipped_bow_10.jpeg
126,82,165,63,176,125,176,148,0.5914110429447853,0.4954545454545455,bow,perspective_4_bow_2.jpeg
108,107,155,40,167,160,176,178,0.5270506108202443,0.5422297297297297,bow,perspective_4_bow_17.jpeg
